model,provider,prompt_id,run_id,niche,source,rank,institution_raw,justification,family,framing,scope,institution_normalized,match_score,baseline_rank,rank_difference_vs_baseline
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,vision,mention,9,Massachusetts Institute of Technology (MIT),"Strong contributions in scene understanding (Places database, semantic segmentation via ADE20K), visual recognition, video understanding, and generative models. Antonio Torralba, William Freeman, and Phillip Isola (pix2pix) among key contributors. Influential in vision + cognitive science intersections.",rank,debiased,open,Massachusetts Inst. of Technology,85.5,6,3
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,vision,mention,10,Chinese University of Hong Kong (CUHK),"MMLab under Xiaoou Tang and later Dahua Lin and Ping Luo has produced an extraordinary volume of highly cited work: DeepID face recognition, SPPNet, joint face detection and alignment, and the OpenMMLab ecosystem (MMDetection, MMSegmentation) used globally. Arguably the most impactful single vision lab in Asia.",rank,debiased,open,Stanford University,85.5,5,5
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,vision,mention,11,University of Oxford,"VGGNet remains one of the most cited neural network architectures ever. Andrew Zisserman's group has produced foundational work in video understanding, self-supervised learning, and large-scale recognition. Philip Torr's group contributes in segmentation, SLAM, and uncertainty estimation.",rank,debiased,open,Univ. of California - San Diego,85.5,2,9
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,vision,mention,12,Tsinghua University,"Rapidly rising output in vision transformers, video understanding, point cloud processing, and vision-language models. Co-produced influential works including Swin Transformer (in collaboration with MSR Asia). Now among the highest-volume producers of top-venue vision papers globally.",rank,debiased,open,University of Central Florida,85.5,9,3
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,vision,mention,13,University of Toronto,"Birthplace of AlexNet (Krizhevsky, Sutskever, Hinton) — arguably the single most impactful paper in modern computer vision. Ongoing strong work in generative models, 3D vision, and autonomous driving (Waabi spinout). Historical impact is unmatched even if current output volume is lower than some peers.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,85.5,3,10
claude-sonnet-4-6,anthropic,VIS_RANK_DEBIAS,run01,vision,mention,14,Peking University / Peking University + collaborators,"Significant and growing output in video understanding, image restoration, generative models, and vision transformers. Collaborates heavily with industry labs and has produced several highly cited papers at CVPR and ICCV in recent years.",rank,debiased,open,Carnegie Mellon University,85.5,1,13
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,1,Carnegie Mellon University,"CMU's Robotics Institute has been a foundational force in computer vision for decades. Researchers such as Takeo Kanade, Martial Hebert, and Deva Ramanan have produced seminal work in optical flow, 3D reconstruction, object detection, and video understanding. CMU consistently ranks among the top producers of computer vision PhDs and papers at venues like CVPR, ICCV, and ECCV.",rank,neutral,us,Carnegie Mellon University,100.0,1,0
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,2,Stanford University,"Stanford has been central to the deep learning revolution in vision. Fei-Fei Li created ImageNet, which transformed the field. Researchers including Silvio Savarese, Juan Carlos Niebles, and collaborators have advanced scene understanding, video analysis, and embodied AI. Stanford's proximity to Silicon Valley amplifies its influence.",rank,neutral,us,Stanford University,100.0,5,-3
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,3,Massachusetts Institute of Technology,"MIT CSAIL has produced landmark contributions including work by William Freeman on image statistics and Bayesian vision, Antonio Torralba on scene recognition and large-scale datasets, and Josh Tenenbaum on probabilistic models of perception. MIT's broad interdisciplinary approach connects vision to neuroscience and robotics.",rank,neutral,us,Massachusetts Inst. of Technology,100.0,6,-3
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,4,"University of California, Berkeley","Berkeley has been highly influential through researchers such as Jitendra Malik (foundational work in segmentation, grouping, and object recognition), Trevor Darrell (domain adaptation, vision-language models), and Alexei Efros (image synthesis, texture, and generative models). BAIR is a top venue for cutting-edge vision research.",rank,neutral,us,Stanford University,85.5,5,-1
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,5,University of Illinois Urbana-Champaign,"UIUC has a long history in computer vision with contributions from David Forsyth, Derek Hoiem, David Lowe (SIFT was developed partly here), and more recently Alexander Schwing and Svetlana Lazebnik. The university has been a consistent top-five producer of vision research and PhD graduates.",rank,neutral,us,Univ. of Illinois at Urbana-Champaign,100.0,3,2
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,6,"University of California, San Diego","UCSD has strong vision research through Serge Belongie (metric learning, fine-grained recognition), Nuno Vasconcelos (statistical models of vision), and Manmohan Chandraker (3D vision, lighting). The department has produced influential work in recognition, generative models, and visual reasoning.",rank,neutral,us,Stanford University,85.5,5,1
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,7,Georgia Institute of Technology,"Georgia Tech has been influential through James Rehg (activity recognition, developmental robotics), Irfan Essa (video analysis), Devi Parikh and Dhruv Batra (visual question answering, embodied AI). The institute has strong ties to industry and a high output of impactful vision papers.",rank,neutral,us,Georgia Institute of Technology,100.0,18,-11
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,8,University of Michigan,"Michigan has produced influential work through Jason Corso (video understanding), Honglak Lee (deep generative models), and Andrew Owens (audio-visual learning). The university has a strong tradition in both theoretical and applied computer vision.",rank,neutral,us,University of Michigan,100.0,27,-19
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,9,Cornell University,"Cornell has contributed significantly through Noah Snavely (3D reconstruction, NeRF-related work), Kavita Bala (material recognition, intrinsic images), and Serge Belongie (who was at Cornell Tech). The combination of the Ithaca campus and Cornell Tech in NYC broadens its research footprint.",rank,neutral,us,Cornell University,100.0,11,-2
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,10,University of Washington,"UW has been influential through Ali Farhadi (object detection, visual reasoning, AI2), Steve Seitz (3D reconstruction, image-based rendering), and Ira Kemelmacher-Shlizerman (face reconstruction). The Allen Institute for AI's proximity further amplifies UW's vision research ecosystem.",rank,neutral,us,University of Washington,100.0,22,-12
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,11,Princeton University,"Princeton has contributed through Jianxiong Xiao (SUN database, 3D scene understanding), Olga Russakovsky (ImageNet Large Scale Visual Recognition Challenge leadership, fairness in vision), and Thomas Funkhouser (3D shape analysis). The department has a strong record in datasets and benchmarks.",rank,neutral,us,Princeton University,100.0,19,-8
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,12,University of Texas at Austin,"UT Austin has been influential through Kristen Grauman (visual similarity, video summarization, egocentric vision) and Philipp Krähenbühl (object detection, semi-supervised learning). Grauman's work on egocentric video and the Ego4D dataset has been particularly impactful.",rank,neutral,us,University of Texas at Austin,100.0,10,2
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,13,Ohio State University,"OSU has a strong vision group with contributions from Alper Yilmaz (object tracking), Yusu Wang (topological data analysis applied to vision), and Alan Yuille (who was at OSU before moving). The lab has a solid record in tracking, recognition, and medical image analysis.",rank,neutral,us,Oregon State University,86.36363636363636,30,-17
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,14,"University of California, Los Angeles","UCLA has been influential through Song-Chun Zhu (stochastic grammars, scene understanding), Alan Yuille (object recognition, adversarial robustness), and Stefano Soatto (visual representation theory). VCLA bridges vision with cognitive science and robotics.",rank,neutral,us,Univ. of California - Los Angeles,85.71428571428572,32,-18
claude-sonnet-4-6,anthropic,VIS_RANK_US,run01,vision,mention,15,Brown University,"Brown has a distinguished history in computer vision through Michael Black (optical flow, human body modeling, the MPI-Sintel benchmark) and James Hays (scene completion, geo-localization). Though smaller than peer institutions, its per-faculty impact is very high.",rank,neutral,us,Brown University,100.0,33,-18
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,1,Stanford University,"Home to influential researchers like Fei-Fei Li; birthplace of ImageNet, which transformed deep learning for vision.",salience,neutral,open,Stanford University,100.0,5,-4
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,2,Carnegie Mellon University,"Long-standing hub for computer vision and robotics research, with contributions spanning object recognition, 3D reconstruction, and autonomous systems.",salience,neutral,open,Carnegie Mellon University,100.0,1,1
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,3,Massachusetts Institute of Technology (MIT),"Pioneering work in scene understanding, visual recognition, and generative models; home to researchers like Antonio Torralba.",salience,neutral,open,Massachusetts Inst. of Technology,85.5,6,-3
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,4,"University of California, Berkeley","Significant contributions to object detection, segmentation, and generative models; associated with researchers like Trevor Darrell and Jitendra Malik.",salience,neutral,open,Stanford University,85.5,5,-1
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,9,University of Oxford,Famous for VGGNet and foundational work in deep convolutional networks for image recognition; associated with Andrew Zisserman.,salience,neutral,open,Univ. of California - San Diego,85.5,2,7
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,10,University of Toronto,"Birthplace of AlexNet under Geoffrey Hinton and Alex Krizhevsky, which sparked the deep learning revolution in computer vision.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,7
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,12,Tsinghua University,"One of China's leading institutions for computer vision research, with contributions to recognition, detection, and video understanding.",salience,neutral,open,University of Central Florida,85.5,9,3
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,13,Chinese University of Hong Kong (CUHK),"Produced highly influential work including the COCO dataset contributions, face recognition systems, and the MMDetection toolbox.",salience,neutral,open,Stanford University,85.5,5,8
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,15,University of Michigan,"Contributions to visual question answering, embodied AI, and scene understanding; associated with researchers like Justin Johnson and David Fouhey.",salience,neutral,open,University of Michigan,100.0,27,-12
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,16,Inria (French National Institute for Research in Digital Science and Technology),"Long history of contributions to visual recognition, action recognition, and foundational vision algorithms in Europe.",salience,neutral,open,Georgia Institute of Technology,85.5,18,-2
claude-sonnet-4-6,anthropic,VIS_SALIENCE,run01,vision,mention,17,"University of California, San Diego (UCSD)","Contributions to visual recognition, biological vision modeling, and video understanding.",salience,neutral,open,Carnegie Mellon University,85.5,1,16
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,1,Carnegie Mellon University (CMU),"CMU has historically been a foundational pillar in software engineering, pioneering work in software architecture, formal methods, and self-adaptive systems. It consistently ranks at the top of publication metrics for ICSE, FSE, and ASE.",rank,neutral,open,Carnegie Mellon University,95.0,1,0
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,3,University of Waterloo,Waterloo is a global leader in empirical software engineering and mining software repositories (MSR). Its researchers have shaped how the community analyzes large-scale version control and bug-tracking data.,rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,0
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,4,University College London (UCL),"UCL's CREST is world-renowned for pioneering Search-Based Software Engineering (SBSE) and genetic improvement, applying metaheuristic search techniques to software testing and optimization.",rank,neutral,open,Purdue University,85.5,4,0
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,5,University of Washington,"UW has produced highly influential research in program analysis, software testing, and verification, with significant technology transfer to major tech companies.",rank,neutral,open,University of Washington,100.0,32,-27
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,6,Massachusetts Institute of Technology (MIT),"MIT has driven foundational research in software design, formal modeling (e.g., the Alloy analyzer), and program synthesis, fundamentally changing how developers approach software correctness.",rank,neutral,open,Univ. of California - Irvine,85.5,2,4
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,7,"University of California, Berkeley","UC Berkeley has a rich history of high-impact software engineering research, particularly at the intersection of software systems, program analysis, and scalable testing methodologies.",rank,neutral,open,Purdue University,85.5,4,3
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,8,National University of Singapore (NUS),"NUS is a dominant force in modern software engineering research, consistently producing a high volume of top-tier publications in automated program repair, testing, and AI for software engineering.",rank,neutral,open,Purdue University,85.5,4,4
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,9,Tsinghua University,"Tsinghua is a leading institution in Asia for software engineering, with highly cited work in software testing, concurrency bug detection, and the application of deep learning to software analysis.",rank,neutral,open,North Carolina State University,85.5,5,4
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,10,University of Illinois at Urbana-Champaign (UIUC),"UIUC has made seminal contributions to automated refactoring, software testing, and empirical studies, heavily influencing modern IDE features and testing frameworks.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,7
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,11,Stanford University,"Stanford has been instrumental in the development of static analysis and symbolic execution tools (e.g., KLEE, Coverity), bridging the gap between academic research and commercial software quality tools.",rank,neutral,open,North Carolina State University,85.5,5,6
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,13,Georgia Institute of Technology,"Georgia Tech is highly influential in program analysis, mobile software engineering, and software testing, maintaining a strong presence in top-tier venues like ICSE and ISSTA.",rank,neutral,open,Georgia Institute of Technology,100.0,30,-17
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,14,University of Texas at Austin,"UT Austin has a strong track record in formal methods, automated software testing, and program synthesis, contributing significantly to the reliability of complex software systems.",rank,neutral,open,University of Texas at Austin,100.0,32,-18
gemini-3.1-pro-preview,gemini,SE_RANK_A,run01,se,mention,15,"University of California, Irvine (UCI)","UCI has historical and ongoing significance in software architecture (including the foundational work on REST), software environments, and collaborative software engineering.",rank,neutral,open,Purdue University,85.5,4,11
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,1,Carnegie Mellon University,"Consistently ranks at or near the top of global metrics like CSRankings for software engineering. CMU is a historical and modern pioneer in software architecture, self-adaptive systems, and program analysis.",rank,neutral,open,Carnegie Mellon University,100.0,1,0
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,3,University of Waterloo,"A global powerhouse in empirical software engineering, mining software repositories, and program analysis, consistently producing a high volume of top-tier publications at ICSE and FSE.",rank,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,0
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,4,Tsinghua University,"Produces a massive volume of high-impact research at top venues (ICSE, FSE, ASE, ISSTA) with a strong focus on automated testing, debugging, and the intersection of AI and software engineering.",rank,neutral,open,North Carolina State University,85.5,5,-1
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,5,National University of Singapore (NUS),"Highly prolific in top-tier SE conferences, internationally renowned for groundbreaking work in automated program repair, symbolic execution, and fuzzing.",rank,neutral,open,Purdue University,85.5,4,1
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,6,University College London (UCL),"A world-leading center for Search-Based Software Engineering (SBSE), genetic improvement, and software testing, heavily influencing both academia and industry.",rank,neutral,open,Purdue University,85.5,4,2
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,7,University of Washington,"Renowned for foundational work in software verification, program synthesis, and empirical studies on developer productivity and human-computer interaction in SE.",rank,neutral,open,University of Washington,100.0,32,-25
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,8,University of Illinois Urbana-Champaign (UIUC),"Maintains strong historical and current impact in automated refactoring, software testing, and empirical studies, with deep ties to both PL and SE communities.",rank,neutral,open,Carnegie Mellon University,85.5,1,7
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,9,Monash University,"Has rapidly risen to the top of global quantitative metrics for SE, excelling in human-centric software engineering, AI for SE, and mining software repositories.",rank,neutral,open,Carnegie Mellon University,85.5,1,8
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,10,Massachusetts Institute of Technology (MIT),"Pioneers in software design, program synthesis, and formal verification (e.g., the Alloy modeling language), focusing on the rigorous foundations of software construction.",rank,neutral,open,Univ. of California - Irvine,85.5,2,8
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,11,"University of California, Berkeley","Highly influential in program analysis, synthesis, and the intersection of machine learning and software engineering, frequently publishing high-impact papers across SE and PL venues.",rank,neutral,open,Purdue University,85.5,4,7
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,12,Peking University,"A major contributor to top SE venues, focusing heavily on software analytics, code generation, API recommendation, and software security.",rank,neutral,open,Carnegie Mellon University,85.5,1,11
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,13,Georgia Institute of Technology,"Known for strong, consistent contributions to program analysis, software testing, and mobile application analysis and security.",rank,neutral,open,Georgia Institute of Technology,100.0,30,-17
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,14,Purdue University,"Highly regarded for research at the intersection of software engineering and security, including pioneering work in fuzzing, vulnerability detection, and binary analysis.",rank,neutral,open,Purdue University,100.0,4,10
gemini-3.1-pro-preview,gemini,SE_RANK_B,run01,se,mention,15,University of Texas at Austin,"Strong contributions to formal methods, software product lines, automated software engineering, and rigorous software testing.",rank,neutral,open,University of Texas at Austin,100.0,32,-17
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,2,Carnegie Mellon University (CMU),"CMU is historically foundational to the field of software architecture and engineering. It maintains top-tier output in formal methods, automated testing, and socio-technical aspects of software engineering, consistently dominating top conferences like ICSE and FSE.",rank,debiased,open,Carnegie Mellon University,95.0,1,1
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,3,University of Waterloo,"Waterloo frequently tops objective, publication-based metrics (like CSRankings) for software engineering. The institution is highly prolific and influential in program analysis, software testing, and empirical software engineering.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,85.5,3,0
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,4,University of Washington,"UW has produced pioneering, highly cited work in dynamic program analysis, software verification, and developer tools. Their research often bridges the gap between theoretical programming languages and practical software engineering.",rank,debiased,open,University of Washington,100.0,32,-28
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,5,University of Illinois at Urbana-Champaign (UIUC),"UIUC is highly influential in automated software testing, debugging, and regression testing methodologies. Their faculty and alumni have developed widely used testing frameworks and analysis tools.",rank,debiased,open,Univ. of Illinois at Urbana-Champaign,86.61764705882352,3,2
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,6,University College London (UCL),"UCL's CREST pioneered Search-Based Software Engineering (SBSE) and genetic improvement. It serves as a major European hub for SE research, heavily influencing automated test generation and software optimization.",rank,debiased,open,Purdue University,85.5,4,2
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,7,Georgia Institute of Technology,"Georgia Tech has a strong historical and current impact in program analysis, software testing, and maintenance. Their research has significantly advanced the state-of-the-art in dynamic analysis and fault localization.",rank,debiased,open,Georgia Institute of Technology,100.0,30,-23
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,8,"University of California, Berkeley","Berkeley has made groundbreaking contributions to concolic testing, symbolic execution, and program synthesis. Tools and techniques developed here have been widely adopted in both academia and industry for finding software vulnerabilities.",rank,debiased,open,Purdue University,85.5,4,4
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,9,Tsinghua University,"Tsinghua produces a massive volume of top-tier publications at ICSE, FSE, ASE, and ISSTA. They are currently leading global efforts in the intersection of AI and software engineering, particularly in automated program repair and code generation.",rank,debiased,open,North Carolina State University,85.5,5,4
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,10,Massachusetts Institute of Technology (MIT),"MIT is highly influential in formal modeling (e.g., the Alloy analyzer), program analysis, and resilient software design. Their work often focuses on the rigorous foundations of software construction and verification.",rank,debiased,open,Univ. of California - Irvine,85.5,2,8
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,11,National University of Singapore (NUS),"NUS conducts world-leading research in automated program repair, symbolic execution, and trustworthy software. They consistently rank among the top institutions globally for output in premium SE venues.",rank,debiased,open,Purdue University,85.5,4,7
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,12,"University of California, Davis (UC Davis)","UC Davis pioneered the 'naturalness of software' concept, which demonstrated that code is highly repetitive and predictable. This foundational work heavily influenced the modern explosion of NLP and LLM applications in software engineering.",rank,debiased,open,Carnegie Mellon University,85.5,1,11
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,14,Purdue University,"Purdue makes strong contributions to the intersection of software engineering and security. They are particularly influential in program analysis, fuzzing, and mobile software engineering.",rank,debiased,open,Purdue University,100.0,4,10
gemini-3.1-pro-preview,gemini,SE_RANK_DEBIAS,run01,se,mention,15,University of Texas at Austin,"UT Austin has made significant contributions to regression testing, formal methods, and software evolution. Their research frequently bridges software engineering with systems and programming languages.",rank,debiased,open,University of Texas at Austin,100.0,32,-17
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,1,Carnegie Mellon University,"Consistently ranks at the very top of objective metrics like CSRankings for software engineering. CMU has deep historical ties to the field, including its relationship with the federally funded Software Engineering Institute (SEI), and leads in areas like software architecture, program analysis, and socio-technical ecosystems.",rank,neutral,us,Carnegie Mellon University,100.0,1,0
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,2,University of Illinois at Urbana-Champaign,"UIUC is a powerhouse in software engineering research, particularly renowned for its pioneering work in automated software testing, refactoring, and program analysis. Its faculty consistently publish at the highest volume in top venues like ICSE, FSE, and ISSTA.",rank,neutral,us,Univ. of Illinois at Urbana-Champaign,91.13924050632912,3,-1
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,3,University of Washington,"UW is highly influential in program analysis, software verification, and the intersection of software engineering with human-computer interaction. Their researchers have created widely used tools and methodologies for building reliable software.",rank,neutral,us,University of Washington,100.0,32,-29
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,4,Massachusetts Institute of Technology,"MIT has a profound historical and ongoing impact on software engineering, particularly in formal methods, software design concepts, and program synthesis. Their work often bridges the gap between theoretical computer science and practical software reliability.",rank,neutral,us,Massachusetts Inst. of Technology,100.0,25,-21
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,5,"University of California, Berkeley","UC Berkeley has produced foundational research in program analysis, software synthesis, and systems engineering. Their research often intersects with programming languages and security, leading to highly cited and widely adopted tools.",rank,neutral,us,Purdue University,85.5,4,1
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,6,University of Texas at Austin,"UT Austin is a major leader in formal methods, software testing, and automated verification. The ARiSE center brings together top researchers who have significantly advanced the state of the art in making software more reliable and secure.",rank,neutral,us,University of Texas at Austin,100.0,32,-26
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,7,Georgia Institute of Technology,"Georgia Tech has a very strong presence in empirical software engineering, software analysis, and testing. Their researchers are highly active in top-tier conferences and have made significant contributions to understanding developer behavior and software evolution.",rank,neutral,us,Georgia Institute of Technology,100.0,30,-23
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,8,"University of California, Irvine","UC Irvine is historically significant for its foundational contributions to software architecture (including the REST architectural style). Its ISR continues to be a leading hub for research in software design, testing, and socio-technical aspects of software engineering.",rank,neutral,us,Purdue University,85.5,4,4
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,9,"University of California, Davis","UC Davis is highly prolific in empirical software engineering, open-source software research, and software quality. Their faculty frequently publish highly cited work analyzing large-scale software repositories and developer ecosystems.",rank,neutral,us,Purdue University,85.5,4,5
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,10,Purdue University,"Purdue is a leader in the intersection of software engineering and security. Their research excels in program analysis, bug detection, and software testing, making significant impacts on how vulnerabilities are identified and patched.",rank,neutral,us,Purdue University,100.0,4,6
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,11,North Carolina State University,"NCSU has one of the strongest empirical software engineering groups in the country. They are particularly known for their work in software analytics, automated testing, and applying machine learning to software engineering problems.",rank,neutral,us,North Carolina State University,100.0,5,6
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,12,University of Massachusetts Amherst,"UMass Amherst has a long-standing reputation for excellence in software engineering, particularly in software analysis, testing, and verification. The LASER group has historically been a major contributor to the field's theoretical and practical foundations.",rank,neutral,us,Univ. of Massachusetts Amherst,89.23076923076923,8,4
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,13,University of Michigan,"The University of Michigan has made highly influential contributions to search-based software engineering, automated program repair, and the engineering of medical device software, bridging SE with critical cyber-physical systems.",rank,neutral,us,University of Michigan,100.0,32,-19
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,14,Stanford University,"While Stanford is often broader in its systems and AI research, its specific contributions to software engineering—particularly in program analysis, bug finding (e.g., Coverity's origins), and AI for code—have been massively influential in both academia and industry.",rank,neutral,us,North Carolina State University,85.5,5,9
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,se,mention,15,University of Southern California,"USC is historically vital to the field of software engineering economics and processes, being the birthplace of the COCOMO cost estimation model. It remains a strong institution for research in software systems engineering and architecture.",rank,neutral,us,University of Southern California,100.0,7,8
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,1,Carnegie Mellon University,"Historically and currently a powerhouse in software architecture, formal methods, and empirical software engineering.",salience,neutral,open,Carnegie Mellon University,100.0,1,0
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,2,Massachusetts Institute of Technology,"Pioneers in software design, program analysis, and the intersection of AI and software engineering.",salience,neutral,open,Massachusetts Inst. of Technology,100.0,25,-23
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,3,"University of California, Berkeley","Known for foundational work in program analysis, testing, and software synthesis.",salience,neutral,open,Purdue University,85.5,4,-1
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,4,Stanford University,"Conducts highly influential research in static analysis, bug finding, and software security.",salience,neutral,open,North Carolina State University,85.5,5,-1
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,5,University of Washington,"Strong contributions to software testing, verification, and human-computer interaction in software development.",salience,neutral,open,University of Washington,100.0,32,-27
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,6,University of Waterloo,"One of the largest and most active software engineering research groups in North America, focusing on empirical SE, mining software repositories, and modeling.",salience,neutral,open,Univ. of Illinois at Urbana-Champaign,85.5,3,3
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,9,"University of California, Irvine","A major hub for research in software architecture, collaborative software engineering, and software design.",salience,neutral,open,Purdue University,85.5,4,5
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,10,University of Southern California,Famous for foundational work in software cost estimation (such as the COCOMO model) and systems engineering.,salience,neutral,open,University of Southern California,100.0,7,3
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,11,Georgia Institute of Technology,"Highly active in automated program repair, software testing, and mobile software engineering.",salience,neutral,open,Georgia Institute of Technology,100.0,30,-19
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,12,University of Texas at Austin,"Known for research in formal methods, software product lines, and automated software engineering.",salience,neutral,open,University of Texas at Austin,100.0,32,-20
gemini-3.1-pro-preview,gemini,SE_SALIENCE,run01,se,mention,14,North Carolina State University,"Strong focus on empirical software engineering, software security, and developer behavior.",salience,neutral,open,North Carolina State University,100.0,5,9
