model,provider,prompt_id,run_id,rank,institution_raw,justification
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,4,Massachusetts Institute of Technology,"World-renowned for foundational contributions to formal methods, program analysis, and software design."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,5,"University of California, Berkeley","Leads groundbreaking research in program synthesis, verification, and the intersection of software engineering and machine learning."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,6,Georgia Institute of Technology,"Maintains excellent research output in software testing, maintenance, program analysis, and software security."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,7,University of Texas at Austin,"Known for rigorous research in formal verification, software testing, and model-driven engineering."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,8,Stanford University,"Pioneering work in static analysis, bug finding, and the development of scalable software systems."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,9,"University of California, Irvine","Historically significant and currently highly active in software architecture, collaborative software engineering, and software environments."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,10,North Carolina State University,"Highly productive in empirical software engineering, software security, and the application of AI to software engineering."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,11,Purdue University,"Strong reputation for research in software security, program analysis, and testing methodologies."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,12,"University of Maryland, College Park","Notable for empirical software engineering, software security, and studying human factors in software development."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,13,"University of Michigan, Ann Arbor","Leading research in automated program repair, software testing, and mobile application analysis."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,14,University of Southern California,"Historically foundational in software cost estimation (e.g., COCOMO) and software architecture, maintaining a strong empirical focus."
gemini-3.1-pro-preview,gemini,SE_RANK_US_C,run01,15,University of Massachusetts Amherst,"Strong contributions to software analysis, testing, and self-adaptive software systems."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,1,Carnegie Mellon University,"Consistently ranks at the very top of objective metrics like CSRankings for software engineering. CMU has deep historical ties to the field, including its relationship with the federally funded Software Engineering Institute (SEI), and leads in areas like software architecture, program analysis, and socio-technical ecosystems."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,2,University of Illinois at Urbana-Champaign,"UIUC is a powerhouse in software engineering research, particularly renowned for its pioneering work in automated software testing, refactoring, and program analysis. Its faculty consistently publish at the highest volume in top venues like ICSE, FSE, and ISSTA."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,3,University of Washington,"UW is highly influential in program analysis, software verification, and the intersection of software engineering with human-computer interaction. Their researchers have created widely used tools and methodologies for building reliable software."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,4,Massachusetts Institute of Technology,"MIT has a profound historical and ongoing impact on software engineering, particularly in formal methods, software design concepts, and program synthesis. Their work often bridges the gap between theoretical computer science and practical software reliability."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,5,"University of California, Berkeley","UC Berkeley has produced foundational research in program analysis, software synthesis, and systems engineering. Their research often intersects with programming languages and security, leading to highly cited and widely adopted tools."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,6,University of Texas at Austin,"UT Austin is a major leader in formal methods, software testing, and automated verification. The ARiSE center brings together top researchers who have significantly advanced the state of the art in making software more reliable and secure."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,7,Georgia Institute of Technology,"Georgia Tech has a very strong presence in empirical software engineering, software analysis, and testing. Their researchers are highly active in top-tier conferences and have made significant contributions to understanding developer behavior and software evolution."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,8,"University of California, Irvine","UC Irvine is historically significant for its foundational contributions to software architecture (including the REST architectural style). Its ISR continues to be a leading hub for research in software design, testing, and socio-technical aspects of software engineering."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,9,"University of California, Davis","UC Davis is highly prolific in empirical software engineering, open-source software research, and software quality. Their faculty frequently publish highly cited work analyzing large-scale software repositories and developer ecosystems."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,10,Purdue University,"Purdue is a leader in the intersection of software engineering and security. Their research excels in program analysis, bug detection, and software testing, making significant impacts on how vulnerabilities are identified and patched."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,11,North Carolina State University,"NCSU has one of the strongest empirical software engineering groups in the country. They are particularly known for their work in software analytics, automated testing, and applying machine learning to software engineering problems."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,12,University of Massachusetts Amherst,"UMass Amherst has a long-standing reputation for excellence in software engineering, particularly in software analysis, testing, and verification. The LASER group has historically been a major contributor to the field's theoretical and practical foundations."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,13,University of Michigan,"The University of Michigan has made highly influential contributions to search-based software engineering, automated program repair, and the engineering of medical device software, bridging SE with critical cyber-physical systems."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,14,Stanford University,"While Stanford is often broader in its systems and AI research, its specific contributions to software engineering—particularly in program analysis, bug finding (e.g., Coverity's origins), and AI for code—have been massively influential in both academia and industry."
gemini-3.1-pro-preview,gemini,SE_RANK_US,run01,15,University of Southern California,"USC is historically vital to the field of software engineering economics and processes, being the birthplace of the COCOMO cost estimation model. It remains a strong institution for research in software systems engineering and architecture."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,1,Carnegie Mellon University,"CMU consistently leads in computer vision publication volume and impact at top conferences (CVPR, ICCV, ECCV). The Robotics Institute houses pioneers in 3D vision, object recognition, and autonomous systems."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,2,Massachusetts Institute of Technology,"MIT CSAIL is renowned for foundational research in scene understanding, computational photography, and the intersection of vision and cognitive science."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,3,Stanford University,"Stanford has historically driven the deep learning revolution in vision (e.g., ImageNet) and continues to produce top-tier research in embodied AI, 3D vision, and visual reasoning."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,4,"University of California, Berkeley","UC Berkeley is a powerhouse in image synthesis, self-supervised learning, and multimodal AI, featuring some of the most highly cited faculty in the history of the field."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,5,University of Illinois at Urbana-Champaign,"UIUC has a deep historical legacy in computer vision and remains highly active in scene understanding, 3D reconstruction, and robust visual learning."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,6,Cornell University,"Operating across Ithaca and Cornell Tech in NYC, Cornell excels in fine-grained visual categorization, 3D vision, and the intersection of vision and graphics."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,7,University of Washington,"UW is highly influential in computational photography, augmented reality, and computer vision in the wild, often collaborating closely with nearby tech giants."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,8,"University of California, San Diego","UCSD has rapidly grown its vision faculty, producing highly impactful work in 3D deep learning, autonomous driving, and embodied AI."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,9,University of Texas at Austin,"UT Austin is a leader in egocentric (first-person) vision, video understanding, and the intersection of vision and language."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,10,"University of Maryland, College Park","UMD has a long-standing reputation in biometrics, surveillance, and foundational computer vision algorithms, maintaining a strong presence at top conferences."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,11,Georgia Institute of Technology,"Georgia Tech produces significant research in embodied AI, visual question answering (VQA), and robotics-oriented computer vision."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,12,Columbia University,"Columbia is known for its strong contributions to video prediction, self-supervised learning, and the integration of vision with physical world semantics."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,13,"University of California, Los Angeles","UCLA has a strong tradition in mathematical foundations of vision, computational imaging, and interpretable computer vision models."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,14,"University of Michigan, Ann Arbor","Michigan has built a highly productive group focusing on 3D scene understanding, vision and language, and multimodal perception."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_B,run01,15,Princeton University,"Princeton is highly regarded for its work in fairness in AI, visual recognition, and the intersection of computer vision with computer graphics."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,1,Carnegie Mellon University,"CMU consistently ranks at or near the very top for computer vision publication volume at premier conferences (CVPR, ICCV, ECCV). The Robotics Institute is historically one of the largest and most influential centers for vision research in the world."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,2,Massachusetts Institute of Technology,"MIT's CSAIL houses pioneers in computer vision, focusing on scene understanding, computational photography, and the intersection of vision and cognitive science."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,3,Stanford University,"Stanford has a massive impact on modern computer vision, notably through the creation of ImageNet. SVL focuses heavily on the intersection of vision, machine learning, and robotics."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,4,"University of California, Berkeley","UC Berkeley is a powerhouse in deep learning and computer vision, with BAIR producing foundational research in image synthesis, object detection, and autonomous driving."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,5,University of Illinois at Urbana-Champaign,"UIUC has a long-standing, historically significant computer vision group that continues to produce high-impact research in 3D vision, recognition, and multimodal learning."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,6,Cornell University,"Cornell (including Cornell Tech in NYC) features leading researchers in fine-grained visual categorization, 3D reconstruction, and the intersection of vision and graphics."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,7,"University of Maryland, College Park","UMD has a very strong tradition in computer vision, particularly in biometrics, visual surveillance, and foundational image processing techniques."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,8,"University of Michigan, Ann Arbor","UMich has rapidly expanded its AI and vision faculty, producing top-tier research in video understanding, embodied AI, and 3D computer vision."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,9,University of Texas at Austin,"UT Austin is highly active in visual recognition, video analysis, and egocentric vision, often collaborating closely with its strong robotics and machine learning groups."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,10,University of Washington,"UW is world-renowned for its work at the intersection of computer vision and computer graphics, particularly in 3D reconstruction, computational photography, and AR/VR."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,11,Georgia Institute of Technology,"Georgia Tech has a large and productive vision faculty focusing on interactive vision, robotics, and machine learning applications in visual domains."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,12,"University of California, San Diego","UCSD excels in statistical visual computing, medical image analysis, and the integration of vision with cognitive science and graphics."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,13,"University of California, Los Angeles","UCLA has a strong theoretical foundation in computer vision, known for work in visual geometry, medical imaging, and robust pattern recognition."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,14,Columbia University,"Columbia produces excellent research in computational photography, physics-based vision, and multimodal learning (vision and language)."
gemini-3.1-pro-preview,gemini,VIS_RANK_US_C,run01,15,Johns Hopkins University,"JHU is highly respected for its rigorous mathematical approaches to computer vision, particularly in medical imaging, generative models, and visual cognition."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,1,Carnegie Mellon University,"Consistently ranks at the very top for publication volume and impact at CVPR, ICCV, and ECCV. CMU has pioneered foundational work in 3D vision, human pose estimation (e.g., OpenPose), and autonomous driving."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,2,Massachusetts Institute of Technology,"A historical and modern powerhouse in computer vision, known for groundbreaking research in scene understanding, computational photography, and the intersection of vision with cognitive science."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,3,Stanford University,"Famous for the creation of ImageNet, which catalyzed the deep learning revolution in computer vision. SVL continues to lead in visual relationship detection, embodied AI, and scene graph generation."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,4,"University of California, Berkeley","Home to foundational modern computer vision architectures, including the R-CNN family for object detection and pioneering work in image-to-image translation (e.g., CycleGAN, pix2pix)."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,5,University of Illinois at Urbana-Champaign,"Maintains a massive and highly influential output in top-tier vision conferences, with deep historical roots in object recognition, face recognition, and robust 3D computer vision."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,6,Cornell University,"Highly influential in 3D reconstruction, fine-grained visual categorization, and the intersection of vision and graphics, often collaborating closely with Cornell Tech in NYC."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,7,"University of Maryland, College Park","A long-standing leader in the field with significant contributions to biometrics, visual surveillance, domain adaptation, and robust visual reasoning."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,8,University of Texas at Austin,"Produces highly cited research in active vision, egocentric (first-person) vision, video understanding, and the intersection of vision and language."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,9,"University of California, San Diego","Known for strong interdisciplinary research combining computer vision, computer graphics, and machine learning, with notable impacts in face recognition and medical imaging."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,10,University of Washington,"Highly influential in computational photography, 3D computer vision, and object recognition, benefiting from strong ties to the Allen Institute for AI (AI2)."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,11,"University of California, Los Angeles","Recognized for rigorous mathematical approaches to computer vision, visual tracking, 3D reconstruction, and visual representation learning."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,12,Georgia Institute of Technology,"A major player in embodied AI, visual question answering (VQA), and the intersection of computer vision with natural language processing and robotics."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,13,"University of Michigan, Ann Arbor","Produces top-tier research in visual reasoning, scene graph generation, 3D vision, and the integration of vision with physical simulations."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,14,Columbia University,"Highly regarded for pioneering work in self-supervised learning, video prediction, multimedia analysis, and computational imaging."
gemini-3.1-pro-preview,gemini,VIS_RANK_US,run01,15,Johns Hopkins University,"Renowned for foundational work in medical computer vision, deep network robustness, and compositional models of visual cognition."
gpt-5.4,openai,SE_RANK_US_B,run01,1,Carnegie Mellon University,"Widely regarded as one of the strongest software engineering centers in the U.S., with exceptional depth across requirements, architecture, testing, formal methods, developer tools, empirical software engineering, and software security. CMU has long-standing leadership, major faculty concentration, and sustained influence on both research and practice."
gpt-5.4,openai,SE_RANK_US_B,run01,2,"University of California, Berkeley","Berkeley is extremely strong in software systems, programming languages, verification, and developer-facing infrastructure, all of which strongly feed software engineering research. Its influence is especially high in dependable systems, tooling, and scalable software platforms."
gpt-5.4,openai,SE_RANK_US_B,run01,3,Massachusetts Institute of Technology,"MIT has outstanding strength in programming languages, formal methods, systems, and software reliability. While not always branded primarily as 'software engineering,' its research output strongly shapes core software engineering methods, tools, and theory."
gpt-5.4,openai,SE_RANK_US_B,run01,4,University of Washington,"The University of Washington has a very strong software engineering profile spanning developer tools, testing, program analysis, HCI-for-developers, systems, and empirical methods. It has produced influential work on practical tools and human-centered software development."
gpt-5.4,openai,SE_RANK_US_B,run01,5,University of Illinois Urbana-Champaign,"UIUC has long been a major U.S. center for software engineering, programming languages, testing, analysis, and dependable systems. Its faculty depth and sustained publication record make it one of the most consistently strong institutions in the area."
gpt-5.4,openai,SE_RANK_US_B,run01,6,University of Michigan,"Michigan is strong in software systems, testing, program analysis, security, and developer tooling. Its software engineering influence is reinforced by broad systems and programming languages excellence and strong interdisciplinary work."
gpt-5.4,openai,SE_RANK_US_B,run01,7,"University of California, San Diego","UC San Diego has notable strength in software engineering, program analysis, testing, systems, and software reliability. It has been especially visible in practical software quality and analysis research."
gpt-5.4,openai,SE_RANK_US_B,run01,8,Georgia Institute of Technology,"Georgia Tech has a strong software engineering presence with influential work in developer productivity, empirical software engineering, mining software repositories, testing, and software analytics, supported by a large and active computing faculty."
gpt-5.4,openai,SE_RANK_US_B,run01,9,University of Texas at Austin,"UT Austin is highly respected in formal methods, verification, systems, and software reliability. Its software engineering strength is particularly notable where rigorous methods intersect with practical software construction and assurance."
gpt-5.4,openai,SE_RANK_US_B,run01,10,Stanford University,"Stanford is exceptionally strong overall in computer science and has important contributions to systems, programming languages, and software tools. Its software engineering identity is somewhat less concentrated than some peers, but its research quality and influence remain very high."
gpt-5.4,openai,SE_RANK_US_B,run01,11,"University of California, Irvine","UC Irvine has a well-known software engineering tradition, especially in empirical software engineering, collaboration, software processes, and socio-technical aspects of development. It has had sustained visibility in the software engineering community."
gpt-5.4,openai,SE_RANK_US_B,run01,12,North Carolina State University,"NC State has a strong and recognizable software engineering research profile, particularly in testing, analysis, security-related software quality, and practical developer tools. It is consistently active in major software engineering venues."
gpt-5.4,openai,SE_RANK_US_B,run01,13,"University of Maryland, College Park","Maryland is strong in programming languages, systems, security, and formal methods, with meaningful overlap into software engineering. Its research influence is broad and technically deep, though not always labeled narrowly as software engineering."
gpt-5.4,openai,SE_RANK_US_B,run01,14,Purdue University,"Purdue has longstanding strength in dependable software, testing, analysis, security, and formal reasoning about software. It remains a significant U.S. contributor to software engineering research."
gpt-5.4,openai,SE_RANK_US_B,run01,15,Virginia Tech,"Virginia Tech has a visible software engineering research presence, especially in software evolution, repository mining, developer support, and practical engineering methods. It is a credible top-15 U.S. choice based on sustained activity and community presence."
gpt-5.4,openai,SE_RANK_US_C,run01,1,Carnegie Mellon University,"Often regarded as the strongest dedicated software engineering research center in the US, with long-standing leadership in software architecture, requirements, testing, formal methods, developer tools, empirical software engineering, and software-reliant systems."
gpt-5.4,openai,SE_RANK_US_C,run01,2,"University of California, Berkeley","Exceptionally strong in software systems, programming languages, cloud software, dependable systems, and tools that influence modern software engineering practice; its software research has had broad academic and industrial impact."
gpt-5.4,openai,SE_RANK_US_C,run01,3,Massachusetts Institute of Technology,"A top US center for programming systems, verification, distributed systems, and software reliability, with major influence on foundational and practical aspects of software engineering."
gpt-5.4,openai,SE_RANK_US_C,run01,4,University of Washington,"Very strong in software engineering, developer productivity, testing, PL, systems, and human aspects of software development, with a sustained record of influential research and faculty depth."
gpt-5.4,openai,SE_RANK_US_C,run01,5,Stanford University,"Outstanding in software systems, programming methodologies, security, and dependable computing, with broad influence on both research directions and software practice."
gpt-5.4,openai,SE_RANK_US_C,run01,6,University of Illinois Urbana-Champaign,"Historically one of the strongest US departments for programming languages, formal methods, testing, and software analysis, all central pillars of software engineering research."
gpt-5.4,openai,SE_RANK_US_C,run01,7,University of Michigan,"Strong across software engineering, systems, verification, and developer-facing tools, with notable work in empirical methods and practical software quality."
gpt-5.4,openai,SE_RANK_US_C,run01,8,Georgia Institute of Technology,"A major US center for software analytics, mining software repositories, testing, maintenance, evolution, and developer tools, with especially visible impact in empirical software engineering."
gpt-5.4,openai,SE_RANK_US_C,run01,9,University of Texas at Austin,"Strong in verification, analysis, systems, and programming languages, with software engineering strength especially on rigorous methods and dependable software."
gpt-5.4,openai,SE_RANK_US_C,run01,10,"University of California, San Diego","Highly regarded for systems, software reliability, security engineering, and programming tools, with strong overlap between software engineering and practical systems research."
gpt-5.4,openai,SE_RANK_US_C,run01,11,"University of Maryland, College Park","Well known for software engineering, formal methods, testing, and human-centered computing aspects relevant to software development, with a long research tradition."
gpt-5.4,openai,SE_RANK_US_C,run01,12,North Carolina State University,"One of the more visible US universities specifically in software engineering, especially in testing, analysis, maintenance, and empirical SE."
gpt-5.4,openai,SE_RANK_US_C,run01,13,"University of California, Irvine","Notable for software engineering process, collaboration, socio-technical aspects of development, and empirical software engineering, with a distinct SE identity."
gpt-5.4,openai,SE_RANK_US_C,run01,14,Virginia Tech,"Strong and visible in software engineering, especially testing, analysis, maintenance, and developer support tools."
gpt-5.4,openai,SE_RANK_US_C,run01,15,University of Southern California,"Historically important in software engineering, especially in software process, cost estimation, architecture, and large-scale systems engineering."
gpt-5.4,openai,SE_RANK_US,run01,1,Carnegie Mellon University,"Widely regarded as one of the strongest centers for software engineering research in the United States, with long-standing influence in software architecture, requirements, formal methods, testing, program analysis, and empirical software engineering."
gpt-5.4,openai,SE_RANK_US,run01,2,"University of California, Berkeley","Highly influential through foundational work spanning programming systems, software reliability, developer tools, distributed software, and open-source software infrastructure, with broad impact on both academia and practice."
gpt-5.4,openai,SE_RANK_US,run01,3,Massachusetts Institute of Technology,"Major influence through programming languages, software construction, verification, systems, and developer-facing tools, with software engineering impact amplified by foundational methods and widely adopted technologies."
gpt-5.4,openai,SE_RANK_US,run01,4,Stanford University,"Strong and sustained influence in software systems, programming methodologies, verification, human-centered software tools, and infrastructure that has shaped both research agendas and industrial practice."
gpt-5.4,openai,SE_RANK_US,run01,5,University of Illinois Urbana-Champaign,"Known for influential work in program analysis, testing, debugging, software reliability, and developer tooling, with a substantial publication and alumni footprint in software engineering research."
gpt-5.4,openai,SE_RANK_US,run01,6,University of Washington,"Prominent in software engineering through work on developer productivity, testing, debugging, program analysis, software tools, and human aspects of software development."
gpt-5.4,openai,SE_RANK_US,run01,7,"University of California, San Diego","Influential in software analysis, testing, security-related software engineering, and systems-oriented software research, with strong visibility in major software engineering venues."
gpt-5.4,openai,SE_RANK_US,run01,8,Georgia Institute of Technology,"A major contributor to empirical software engineering, mining software repositories, software evolution, developer collaboration, and software analytics."
gpt-5.4,openai,SE_RANK_US,run01,9,"University of California, Irvine","Historically important in software processes, collaboration, socio-technical aspects of development, and empirical software engineering, with notable influence on the human and organizational side of software engineering."
gpt-5.4,openai,SE_RANK_US,run01,10,University of Texas at Austin,"Strong influence through research in formal methods, verification, program analysis, software correctness, and tools that intersect deeply with software engineering."
gpt-5.4,openai,SE_RANK_US,run01,11,"University of Maryland, College Park","Well known for contributions to software testing, analysis, debugging, and dependable software, with sustained participation in core software engineering research communities."
gpt-5.4,openai,SE_RANK_US,run01,12,North Carolina State University,"Recognized for impactful work in software maintenance, testing, automated repair, mining software repositories, and practical software engineering methods."
gpt-5.4,openai,SE_RANK_US,run01,13,University of Michigan,"Influential through work on software systems, verification, programming tools, and reliability, with growing visibility in software engineering research."
gpt-5.4,openai,SE_RANK_US,run01,14,Purdue University,"Has produced important research in software testing, debugging, security-related software engineering, and dependable systems, contributing meaningfully to the field over time."
gpt-5.4,openai,SE_RANK_US,run01,15,University of Virginia,"Notable for contributions to software testing, analysis, developer tools, and empirical software engineering, with visible impact in major research venues."
gpt-5.4,openai,VIS_RANK_US_B,run01,1,Stanford University,"Stanford is consistently among the very strongest US universities in computer vision, with long-running leadership in visual recognition, 3D vision, video understanding, multimodal learning, and vision-language research. Its faculty visibility, publication impact at top venues such as CVPR, ICCV, and ECCV, and deep integration with broader AI research make it a top choice."
gpt-5.4,openai,VIS_RANK_US_B,run01,2,Massachusetts Institute of Technology,"MIT has exceptional strength in computer vision across perception, scene understanding, robotics-related vision, graphics-vision intersections, and learning-based vision. CSAIL has sustained high impact and broad influence in both foundational and applied vision research."
gpt-5.4,openai,VIS_RANK_US_B,run01,3,Carnegie Mellon University,"CMU has one of the deepest and most historically important computer vision ecosystems in the US, especially in 3D vision, autonomous systems, video analysis, multimodal perception, and robotics vision. Its scale, faculty depth, and long-term publication record place it near the very top."
gpt-5.4,openai,VIS_RANK_US_B,run01,4,"University of California, Berkeley","UC Berkeley is a major center for vision research, especially at the intersection of computer vision, machine learning, robotics, and graphics. It has strong influence in representation learning, visual reasoning, 3D perception, and embodied vision."
gpt-5.4,openai,VIS_RANK_US_B,run01,5,University of Illinois Urbana-Champaign,"UIUC has a long and distinguished history in computer vision, with major contributions to image understanding, geometry, recognition, and learning-based vision. Its faculty depth and sustained output at top vision venues keep it among the strongest US programs."
gpt-5.4,openai,VIS_RANK_US_B,run01,6,Georgia Institute of Technology,"Georgia Tech is highly visible in computer vision, especially in video understanding, human-centered vision, embodied perception, medical imaging-related vision, and multimodal learning. It has strong publication volume and broad interdisciplinary activity."
gpt-5.4,openai,VIS_RANK_US_B,run01,7,University of Michigan,"Michigan is a leading US university in computer vision with notable strength in 3D perception, autonomous systems, medical imaging, visual learning, and robotics-related vision. Its faculty and research breadth make it one of the strongest overall programs."
gpt-5.4,openai,VIS_RANK_US_B,run01,8,Cornell University,"Cornell has strong influence in vision through work spanning recognition, geometry, graphics-vision interaction, robotics perception, and multimodal AI. Its impact is amplified by close ties among computer vision, machine learning, and robotics researchers."
gpt-5.4,openai,VIS_RANK_US_B,run01,9,University of Washington,"The University of Washington is a major US center for computer vision, especially in visual recognition, computational photography, human-centered vision, graphics-vision intersections, and multimodal learning. It has sustained visibility at top conferences."
gpt-5.4,openai,VIS_RANK_US_B,run01,10,"University of California, San Diego","UC San Diego has long-standing strength in computer vision, particularly in recognition, geometry, medical and biological imaging, and robotics-related perception. Its historical depth and continued publication impact justify a top-15 placement."
gpt-5.4,openai,VIS_RANK_US_B,run01,11,"University of Maryland, College Park","Maryland has a strong and historically important computer vision presence, especially in recognition, tracking, video analysis, and perception for robotics and autonomous systems. It remains highly respected in the US vision community."
gpt-5.4,openai,VIS_RANK_US_B,run01,12,"University of California, Los Angeles","UCLA is strong in computer vision across visual recognition, geometry, medical imaging, and machine learning for perception. Its faculty activity and interdisciplinary links keep it competitive with other top US vision programs."
gpt-5.4,openai,VIS_RANK_US_B,run01,13,University of Texas at Austin,"UT Austin is a prominent US university in computer vision, with strengths in visual recognition, 3D understanding, robotics perception, and embodied AI. It has strong connections between vision, machine learning, and robotics."
gpt-5.4,openai,VIS_RANK_US_B,run01,14,Princeton University,"Princeton has a smaller but very high-impact vision presence, especially in geometry, recognition, graphics-vision intersections, and learning-based perception. Its influence per faculty member is high even if the group is not as large as some others."
gpt-5.4,openai,VIS_RANK_US_B,run01,15,Columbia University,"Columbia has a long and respected history in computer vision, including object recognition, video understanding, geometry, and medical imaging-related vision. While the exact ordering in this range is debatable, it remains a credible top-15 US program."
gpt-5.4,openai,VIS_RANK_US_C,run01,1,Massachusetts Institute of Technology,"MIT is consistently among the strongest places in the US for computer vision, with major strength in core vision, perception, graphics-vision intersections, robotics, and multimodal AI. CSAIL has long been one of the most influential computing research environments in the world."
gpt-5.4,openai,VIS_RANK_US_C,run01,2,Stanford University,"Stanford is a top-tier destination for computer vision, especially at the intersection of vision, machine learning, robotics, and embodied AI. Its faculty depth, PhD placement, and proximity to the broader AI ecosystem make it one of the strongest overall choices."
gpt-5.4,openai,VIS_RANK_US_C,run01,3,Carnegie Mellon University,"CMU has exceptional historical and current strength in computer vision, especially in robotics, autonomous systems, 3D perception, and applied vision. The Robotics Institute is one of the most important vision-and-perception centers in the US."
gpt-5.4,openai,VIS_RANK_US_C,run01,4,"University of California, Berkeley","Berkeley is one of the strongest US universities for vision research, particularly in visual learning, 3D understanding, robotics, and multimodal AI. BAIR provides a large, highly collaborative environment spanning vision, learning, and embodied intelligence."
gpt-5.4,openai,VIS_RANK_US_C,run01,5,Cornell University,"Cornell has long been highly respected in computer vision, with notable strength in geometry, recognition, 3D vision, and vision for robotics. It is especially strong for students interested in rigorous, foundational vision research."
gpt-5.4,openai,VIS_RANK_US_C,run01,6,University of Illinois Urbana-Champaign,"UIUC has a deep tradition in computer vision, machine perception, and related areas such as graphics and machine learning. It remains one of the strongest large public-university environments for vision research in the US."
gpt-5.4,openai,VIS_RANK_US_C,run01,7,University of Michigan,"Michigan is very strong in computer vision, especially where vision meets robotics, autonomy, medical imaging, and machine learning. Its scale and interdisciplinary breadth make it a particularly robust research environment."
gpt-5.4,openai,VIS_RANK_US_C,run01,8,Georgia Institute of Technology,"Georgia Tech is a major US center for vision research, with strength in perception, video understanding, robotics, and applied AI. It has a large and active faculty footprint in related areas."
gpt-5.4,openai,VIS_RANK_US_C,run01,9,University of Washington,"The University of Washington is highly regarded in vision, especially in computational photography, visual computing, graphics-vision overlap, and machine learning. It has produced influential work across both foundational and applied vision."
gpt-5.4,openai,VIS_RANK_US_C,run01,10,"University of California, San Diego","UC San Diego is a strong vision school with notable work in visual learning, perception, medical imaging, and computational imaging. It is especially attractive for students seeking a broad, interdisciplinary research setting."
